Name	Level	School	Ritual	Casting Time	Range	Verbal	Somatic	Material	Materials	Concentration	Duration	Classes	Description
"Shield"	"shield"	"(shield)"	"False"	""	""	"False"	"False"	"False"	""	"False"	""	""	"A shield is made from wood or metal and is carried in one hand. Wielding a shield increases your Armor Class by 2. You can benefit from only one shield at a time."
"Shield Of Faith"	"1"	"abjuration"	"False"	"1 bonus action"	"60 feet"	"True"	"True"	"True"	"A small parchment with a bit of holy text written on it"	"True"	"Up to 10 minutes"	"Cleric, Paladin"	"A shimmering field appears and surrounds a creature of your choice within range, granting it a +2 bonus to AC for the Duration."
"Shillelagh"	"cantrip"	"transmutation"	"False"	"1 bonus action"	"Touch"	"True"	"True"	"True"	"Mistletoe, a shamrock leaf, and a club or quarterstaff"	"False"	"1 minute"	"Druid"	"The wood of a club or Quarterstaff you are holding is imbued with nature's power. For the Duration, you can use your Spellcasting Ability instead of Strength for the Attack and Damage Rolls of Melee Attacks using that weapon, and the weapon's damage die becomes a d8. The weapon also becomes magical, if it isn't already. The spell ends if you cast it again or if you let go of the weapon."
"Shocking Grasp"	"cantrip"	"evocation"	"False"	"1 action"	"Touch"	"True"	"True"	"False"	""	"False"	"Instantaneous"	"Sorcerer, Wizard"	"Lightning springs from your hand to deliver a shock to a creature you try to touch. Make a melee spell Attack against the target. You have advantage on the Attack roll if the target is wearing armor made of metal. On a hit, the target takes 1d8 lightning damage, and it can't take Reactions until the start of its next turn.\n\nThe spell's damage increases by 1d8 when you reach 5th Level (2d8), 11th level (3d8), and 17th level (4d8)."
"Silence"	"2"	"illusion"	"True"	"1 action"	"120 feet"	"True"	"True"	"False"	""	"True"	"Up to 10 minutes"	"Bard, Cleric, Ranger"	"For the Duration, no sound can be created within or pass through a 20-foot-radius Sphere centered on a point you choose within range. Any creature or object entirely inside the Sphere is immune to thunder damage, and creatures are Deafened while entirely inside it. Casting a Spell that includes a verbal component is impossible there."
"Silent Image"	"1"	"illusion"	"False"	"1 action"	"60 feet"	"True"	"True"	"True"	"A bit of fleece"	"True"	"Up to 10 minutes"	"Bard, Sorcerer, Wizard"	"You create the image of an object, a creature, or some other visible phenomenon that is no larger than a 15-foot cube. The image appears at a spot within range and lasts for the Duration. The image is purely visual, it isn't accompanied by sound, smell, or other sensory Effects.\n\nYou can use your action to cause the image to move to any spot within range. As the image changes Location, you can alter its Appearance so that its movements appear natural for the image. For example, if you create an image of a creature and move it, you can alter the image so that it appears to be walking.\n\nPhysical interaction with the image reveals it to be an Illusion, because things can pass through it. A creature that uses its action to examine the image can determine that it is an Illusion with a successful Intelligence (Investigation) check against your spell save DC. If a creature discerns the Illusion for what it is, the creature can see through the image."
"Simulacrum"	"7"	"illusion"	"False"	"12 hours"	"Touch"	"True"	"True"	"True"	"Snow or ice in quantities sufficient to made a life-size copy of the duplicated creature; some hair, fingernail clippings, or other piece of that creature’s body placed inside the snow or ice; and powdered ruby worth 1,500 gp, sprinkled over the duplicate and consumed by the spell"	"False"	"Until dispelled"	"Wizard"	"You shape an illusory duplicate of one beast or Humanoid that is within range for the entire Casting Time of the spell. The duplicate is a creature, partially real and formed from ice or snow, and it can take Actions and otherwise be affected as a normal creature. It appears to be the same as the original, but it has half the creature's hit point maximum and is formed without any Equipment. Otherwise, the Illusion uses all the Statistics of the creature it duplicates.\n\nThe simulacrum is friendly to you and creatures you designate. It obeys your spoken commands, moving and Acting in accordance with your wishes and Acting on Your Turn in Combat. The simulacrum lacks the ability to learn or become more powerful, so it never increases its level or other Abilities, nor can it regain expended Spell Slots.\n\nIf the simulacrum is damaged, you can repair it in an alchemical laboratory, using rare herbs and minerals worth 100 gp per hit point it regains. The simulacrum lasts until it drops to 0 Hit Points, at which point it reverts to snow and melts instantly.\n\nIf you cast this spell again, any currently active duplicates you created with this spell are instantly destroyed."
"Sleep"	"1"	"enchantment"	"False"	"1 action"	"90 feet"	"True"	"True"	"True"	"A pinch of fine sand, rose petals, or a cricket"	"False"	"1 minute"	"Bard, Sorcerer, Wizard"	"This spell sends creatures into a magical slumber. Roll 5d8, the total is how many Hit Points of creatures this spell can affect. Creatures within 20 feet of a point you choose within range are affected in ascending order of their current Hit Points (ignoring Unconscious creatures).\n\nStarting with the creature that has the lowest current Hit Points, each creature affected by this spell falls Unconscious until the spell ends, the sleeper takes damage, or someone uses an action to shake or slap the sleeper awake. Subtract each creature's Hit Points from the total before Moving On to the creature with the next lowest Hit Points. A creature's Hit Points must be equal to or less than the remaining total for that creature to be affected.\n\nUndead and creatures immune to being Charmed aren't affected by this spell.\n\nAt Higher Levels: When you cast this spell using a spell slot of 2nd Level or higher, roll an additional 2d8 for each slot level above 1st."
"Sleet Storm"	"3"	"conjuration"	"False"	"1 action"	"150 feet"	"True"	"True"	"True"	"A pinch of dust and a few drops of water"	"True"	"Up to 1 minute"	"Druid, Sorcerer, Wizard"	"Until the spell ends, freezing rain and sleet fall in a 20-foot-tall Cylinder with a 40-foot radius centered on a point you choose within range. The area is heavily obscured, and exposed flames in the area are doused.\n\nThe ground in the area is covered with slick ice, making it Difficult Terrain. When a creature enters the spell's area for the first time on a turn or starts its turn there, it must make a Dexterity saving throw. On a failed save, it falls prone.\n\nIf a creature is concentrating in the spell's area, the creature must make a successful Constitution saving throw against your spell save DC or lose Concentration."
"Slow"	"3"	"transmutation"	"False"	"1 action"	"120 feet"	"True"	"True"	"True"	"A drop of molasses"	"True"	"Up to 1 minute"	"Sorcerer, Wizard"	"You alter time around up to six creatures of your choice in a 40-foot cube within range. Each target must succeed on a Wisdom saving throw or be affected by this spell for the Duration.\n\nAn affected target's speed is halved, it takes a -2 penalty to AC and Dexterity Saving Throws, and it can't use Reactions. On its turn, it can use either an action or a Bonus Action, not both. Regardless of the creature's Abilities or Magic Items, it can't make more than one melee or ranged Attack during its turn.\n\nIf the creature attempts to Cast a Spell with a Casting Time of 1 action, roll a d20. On an 11 or higher, the spell doesn't take Effect until the creature's next turn, and the creature must use its action on that turn to complete the spell. If it can't, the spell is wasted.\n\nA creature affected by this spell makes another Wisdom saving throw at the end of its turn. On a successful save, the Effect ends for it."
"Spare The Dying"	"cantrip"	"necromancy"	"False"	"1 action"	"Touch"	"True"	"True"	"False"	""	"False"	"Instantaneous"	"Cleric"	"You touch a living creature that has 0 Hit Points. The creature becomes stable. This spell has no Effect on Undead or Constructs."
"Speak With Animals"	"1"	"divination"	"True"	"1 action"	"Self"	"True"	"True"	"False"	""	"False"	"10 minutes"	"Bard, Druid, Ranger"	"You gain the ability to comprehend and verbally communicate with Beasts for the Duration. The knowledge and awareness of many Beasts is limited by their Intelligence, but at minimum, Beasts can give you information about nearby locations and Monsters, including whatever they can perceive or have perceived within the past day. You might be able to persuade a beast to perform a small favor for you, at the DM's discretion."
"Speak With Dead"	"3"	"necromancy"	"False"	"1 action"	"10 feet"	"True"	"True"	"True"	"Burning incense"	"False"	"10 minutes"	"Bard, Cleric"	"You grant the semblance of life and Intelligence to a corpse of your choice within range, allowing it to answer the questions you pose. The corpse must still have a mouth and can't be Undead. The spell fails if the corpse was the target of this spell within the last 10 days.\n\nUntil the spell ends, you can ask the corpse up to five questions. The corpse knows only what it knew in life, including the Languages it knew. Answers are usually brief, cryptic, or repetitive, and the corpse is under no Compulsion to offer a truthful answer if you are Hostile to it or it recognizes you as an enemy. This spell doesn't return the creature's soul to its body, only its animating spirit. Thus, the corpse can't learn new information, doesn't comprehend anything that has happened since it died, and can't speculate about future events."
"Speak With Plants"	"3"	"transmutation"	"False"	"1 action"	"Self (30-foot radius)"	"True"	"True"	"False"	""	"False"	"10 minutes"	"Bard, Druid, Ranger"	"You imbue Plants within 30 feet of you with limited sentience and animation, giving them the ability to communicate with you and follow your simple commands. You can question Plants about events in the spell's area within the past day, gaining information about creatures that have passed, weather, and other circumstances.\n\nYou can also turn Difficult Terrain caused by Plant Growth (such as thickets and undergrowth) into ordinary terrain that lasts for the Duration. Or you can turn ordinary terrain where Plants are present into Difficult Terrain that lasts for the Duration, causing vines and branches to hinder pursuers, for example.\n\nPlants might be able to perform other tasks on your behalf, at the DM's discretion. The spell doesn't enable Plants to uproot themselves and move about, but they can freely move branches, tendrils, and stalks.\n\nIf a plant creature is in the area, you can communicate with it as if you shared a Common language, but you gain no magical ability to Influence it.\n\nThis spell can cause the Plants created by the Entangle spell to release a Restrained creature."
"Spider Climb"	"2"	"transmutation"	"False"	"1 action"	"Touch"	"True"	"True"	"True"	"A drop of bitumen and a spider"	"True"	"Up to 1 hour"	"Sorcerer, Warlock, Wizard"	"Until the spell ends, one willing creature you touch gains the ability to move up, down, and across vertical surfaces and upside down along ceilings, while leaving its hands free. The target also gains a climbing speed equal to its walking speed."
"Spike Growth"	"2"	"transmutation"	"False"	"1 action"	"150 feet"	"True"	"True"	"True"	"Seven sharp thorns or seven small twigs, each sharpened to a point"	"True"	"Up to 10 minutes"	"Druid, Ranger"	"The ground in a 20-foot radius centered on a point within range twists and sprouts hard spikes and thorns. The area becomes Difficult Terrain for the Duration. When a creature moves into or within the area, it takes 2d4 piercing damage for every 5 feet it travels.\n\nThe transformation of the ground is camouflaged to look natural. Any creature that can't see the area at the time the spell is cast must make a Wisdom (Perception) check against your spell save DC to recognize the terrain as hazardous before entering it."
"Spirit Guardians"	"3"	"conjuration"	"False"	"1 action"	"Self (15-foot radius)"	"True"	"True"	"True"	"A holy symbol"	"True"	"Up to 10 minutes"	"Cleric"	"You call forth spirits to protect you. They flit around you to a distance of 15 feet for the Duration. If you are good or neutral, their spectral form appears angelic or fey (your choice). If you are evil, they appear fiendish.\n\nWhen you cast this spell, you can designate any number of creatures you can see to be unaffected by it. An affected creature's speed is halved in the area, and when the creature enters the area for the first time on a turn or starts its turn there, it must make a Wisdom saving throw. On a failed save, the creature takes 3d8 radiant damage (if you are good or neutral) or 3d8 necrotic damage (if you are evil). On a successful save, the creature takes half as much damage.\n\nAt Higher Levels: When you cast this spell using a spell slot of 4th Level or higher, the damage increases by 1d8 for each slot level above 3rd."
"Spiritual Weapon"	"2"	"evocation"	"False"	"1 bonus action"	"60 feet"	"True"	"True"	"False"	""	"False"	"1 minute"	"Cleric"	"You create a floating, spectral weapon within range that lasts for the Duration or until you cast this spell again. When you cast the spell, you can make a melee spell Attack against a creature within 5 feet of the weapon. On a hit, the target takes force damage equal to 1d8 + your Spellcasting Ability modifier.\n\nAs a Bonus Action on Your Turn, you can move the weapon up to 20 feet and repeat the Attack against a creature within 5 feet of it.\n\nThe weapon can take whatever form you choose. Clerics of deities who are associated with a particular weapon (as St. Cuthbert is known for his mace and Thor for his hammer) make this spell's Effect resemble that weapon.\n\nAt Higher Levels: When you cast this spell using a spell slot 3rd Level of or higher, the damage increases by 1d8 for every two slot levels above the 2nd."
"Stinking Cloud"	"3"	"conjuration"	"False"	"1 action"	"90 feet"	"True"	"True"	"True"	"A rotten egg or several skunk cabbage leaves"	"True"	"Up to 1 minute"	"Bard, Sorcerer, Wizard"	"You create a 20-foot-radius Sphere of yellow, nauseating gas centered on a point within range. The cloud spreads around corners, and its area is heavily obscured. The cloud lingers in the air for the Duration.\n\nEach creature that is completely within the cloud at the start of its turn must make a Constitution saving throw against poison. On a failed save, the creature spends its action that turn retching and reeling. Creatures that don't need to breathe or are immune to poison automatically succeed on this saving throw.\n\nA moderate wind (at least 10 miles per hour) disperses the cloud after 4 rounds. A Strong Wind (at least 20 miles per hour) disperses it after 1 round."
"Stone Shape"	"4"	"transmutation"	"False"	"1 action"	"Touch"	"True"	"True"	"True"	"Soft clay, which must be worked into roughly the desired shape of the stone object"	"False"	"Instantaneous"	"Cleric, Druid, Wizard"	"You touch a stone object of Medium size or smaller or a section of stone no more than 5 feet in any dimension and form it into any shape that suits your Purpose. So, for example, you could shape a large rock into a weapon, idol, or coffer, or make a small Passage through a wall, as long as the wall is less than 5 feet thick. You could also shape a stone door or its frame to seal the door shut. The object you create can have up to two hinges and a latch, but finer mechanical detail isn't possible."
"Stoneskin"	"4"	"abjuration"	"False"	"1 action"	"Touch"	"True"	"True"	"True"	"Diamond dust worth 100 gp, which the spell consumes"	"True"	"Up to 1 hour"	"Druid, Paladin, Ranger, Sorcerer, Wizard"	"This spell turns the flesh of a willing creature you touch as hard as stone. Until the spell ends, the target has Resistance to nonmagical bludgeoning, piercing, and slashing damage."
"Storm Of Vengeance"	"9"	"conjuration"	"False"	"1 action"	"Sight"	"True"	"True"	"False"	""	"True"	"Up to 1 minute"	"Druid"	"A churning storm cloud forms, centered on a point you can see and spreading to a radius of 360 feet. Lightning flashes in the area, thunder booms, and strong winds roar. Each creature under the cloud (no more than 5,000 feet beneath the cloud) when it appears must make a Constitution saving throw. On a failed save, a creature takes 2d6 thunder damage and becomes Deafened for 5 minutes.\n\nEach round you maintain Concentration on this spell, the storm produces additional Effects on Your Turn.\n\nRound 2: Acidic rain falls from the cloud. Each creature and object under the cloud takes 1d6 acid damage.\n\nRound 3: You call six bolts of lightning from the cloud to strike six creatures or Objects of your choice beneath the cloud. A given creature or object can't be struck by more than one bolt. A struck creature must make a Dexterity saving throw. The creature takes 10d6 lightning damage on a failed save, or half as much damage on a successful one.\n\nRound 4: Hailstones rain down from the cloud. Each creature under the cloud takes 2d6 bludgeoning damage.\n\nRound 5-10: Gusts and freezing rain assail the area under the cloud. the area becomes Difficult Terrain and is heavily obscured. Each creature there takes 1d6 cold damage. Ranged weapon attacks in the area are impossible. The wind and rain count as a severe distraction for the purposes of maintaining Concentration on Spells. Finally, gusts of Strong Wind (ranging from 20 to 50 miles per hour) automatically disperse fog, mists, and similar phenomena in the area whether mundane or magical."
"Suggestion"	"2"	"enchantment"	"False"	"1 action"	"30 feet"	"True"	"False"	"True"	"A snake's tongue and either a bit of honeycomb or a drop of sweet oil"	"True"	"Up to 8 hours"	"Bard, Sorcerer, Warlock, Wizard"	"You suggest a course of activity (limited to a sentence or two) and magically Influence a creature you can see within range that can hear and understand you. Creatures that can't be Charmed are immune to this Effect. The suggestion must be worded in such a manner as to make the course of action sound reasonable. Asking the creature to stab itself, throw itself onto a spear, immolate itself, or do some other obviously harmful act ends the spell.\n\nThe target must make a Wisdom saving throw. On a failed save, it purses the course of action you described to the best of its ability. The suggested course of action can continue for the entire Duration. If the suggested activity can be completed in a shorter time, the spell ends when the subject finishes what it was asked to do.\n\nYou can also specify Conditions that will trigger a Special activity during the Duration. For example, you might suggest that a Knight give her Warhorse to the first Beggar she meets. If the condition isn't met before the spell expires, the activity isn't preformed.\n\nIf you or any of your companions damage the target, the spell ends."
"Sunbeam"	"6"	"evocation"	"False"	"1 action"	"Self (60-foot line)"	"True"	"True"	"True"	"A magnifying glass"	"True"	"Up to 1 minute"	"Druid, Sorcerer, Wizard"	"A beam of brilliant light flashes out from your hand in a 5-foot-wide, 60-foot-line. Each creature in the line must make a Constitution saving throw. On a failed save, a creature takes 6d8 radiant damage and is Blinded until your next turn. On a successful save, it takes half as much damage and isn't Blinded by this spell. Undead and oozes have disadvantage on this saving throw.\n\nYou can create a new line of Radiance as your action on any turn until the spell ends.\n\nFor the Duration, a mote of brilliant Radiance shines in your hand. It sheds bright light in a 30-foot radius and dim light for an additional 30 feet. The light is sunlight."
"Sunburst"	"8"	"evocation"	"False"	"1 action"	"150 feet"	"True"	"True"	"True"	"Fire and a piece of sunstone"	"False"	"Instantaneous"	"Druid, Sorcerer, Wizard"	"Brilliant sunlight flashes in a 60-foot radius centered on a point you choose within range. Each creature in that light must make a Constitution saving throw. On a failed save, a creature takes 12d6 radiant damage and is Blinded for 1 minute. On a successful save, it takes half as much damage and isn't Blinded by this spell. Undead and oozes have disadvantage on this saving throw.\n\nA creature Blinded by this spell makes another Constitution saving throw at the end of each of its turns. On a successful save, it is no longer Blinded.\n\nThis spell dispels any Darkness in its area that was created by a spell."
"Symbol"	"7"	"abjuration"	"False"	"1 minute"	"Touch"	"True"	"True"	"True"	"Mercury, phosphorus, and powdered diamond and opal with a total value of at least 1,000 gp, which the spell consumes"	"False"	"Until dispelled or triggered"	"Bard, Cleric, Wizard"	"When you cast this spell, you inscribe a harmful glyph either on a surface (such as a section of floor, a wall, or a table) or within an object that can be closed to conceal the glyph (such as a book, a scroll, or a Treasure chest). If you choose a surface, the glyph can cover an area of the surface no larger than 10 feet in diameter. If you choose an object, that object must remain in its place, if the object is moved more than 10 feet from where you cast this spell, the glyph is broken, and the spell ends without being triggered.\n\nThe glyph is nearly Invisible, requiring an Intelligence (Investigation) check against your spell save DC to find it.\n\nYou decide what triggers the glyph when you cast the spell. For glyphs inscribed on a surface, the most typical triggers include touching or stepping on the glyph, removing another object covering it, approaching within a certain distance of it, or manipulating the object that holds it. For glyphs inscribed within an object, the most Common triggers are opening the object, approaching within a certain distance of it, or seeing or reading the glyph.\n\nYou can further refine the trigger so the spell is activated only under certain circumstances or according to a creature's Physical Characteristics (such as height or weight), or physical kind (for example, the ward could be set to affect hags or shapechangers). You can also specify creatures that don't trigger the glyph, such as those who say a certain password.\n\nWhen you inscribe the glyph, choose one of the options below for its Effect. Once triggered, the glyph glows, filling a 60-foot-radius Sphere with dim light for 10 minutes, after which time the spell ends. Each creature in the Sphere when the glyph activates is targeted by its Effect, as is a creature that enters the Sphere for the first time on a turn or ends its turn there.\n\nDeath: Each target must make a Constitution saving throw, taking 10d10 necrotic damage on a failed save, or half as much damage on a successful save.\n\nDiscord: Each target must make a Constitution saving throw. On a failed save, a target bickers and argues with other creatures for 1 minute. During this time, it is incapable of meaningful Communication and has disadvantage on Attack Rolls and Ability Checks.\n\nFear: Each target must make a Wisdom saving throw and becomes Frightened for 1 minute on a failed save. While Frightened, the target drops whatever it is holding and must move at least 30 feet away from the glyph on each of its turns, if able.\n\nHopelessness: Each target must make a Charisma saving throw. On a failed save, the target is overwhelmed with despair for 1 minute. During this time, it can't Attack or target any creature with harmful Abilities, Spells, or other magical Effects.\n\nInsanity: Each target must make an Intelligence saving throw. On a failed save, the target is driven insane for 1 minute. An insane creature can't take Actions, can't understand what other creatures say, can't read, and speaks only in gibberish. The DM controls its Movement, which is erratic.\n\nPain: Each target must make a Constitution saving throw and becomes Incapacitated with excruciating pain for 1 minute on a failed save.\n\nSleep: Each target must make a Wisdom saving throw and falls Unconscious for 10 minutes on a failed save. A creature awakens if it takes damage or if someone uses an action to shake or slap it awake.\n\nStunning: Each target must make a Wisdom saving throw and becomes Stunned for 1 minute on a failed save."
"Telekinesis"	"5"	"transmutation"	"False"	"1 action"	"60 feet"	"True"	"True"	"False"	""	"True"	"Up to 10 minutes"	"Sorcerer, Wizard"	"You gain the ability to move or manipulate creatures or Objects by thought. When you cast the spell, and as your action each round for the Duration, you can exert your will on one creature or object that you can see within range, causing the appropriate Effect below. You can affect the same target round after round, or choose a new one at any time. If you switch Targets, the prior target is no longer affected by the spell.\n\nCreature: You can try to move a Huge or smaller creature. Make an ability check with your Spellcasting Ability contested by the creature's Strength check. If you win the contest, you move the creature up to 30 feet in any direction, including upward but not beyond the range of this spell. Until the end of your next turn, the creature is Restrained in your Telekinetic grip. A creature lifted upward is suspended in mid-air.\n\nOn subsequent rounds, you can use your action to attempt to maintain your Telekinetic grip on the creature by repeating the contest.\n\nObject: You can try to move an object that weighs up to 1,000 pounds. If the object isn't being worn or carried, you automatically move it up to 30 feet in any direction, but not beyond the range of this spell.\n\nIf the object is worn or carried by a creature, you must make an ability check with your Spellcasting Ability contested by that creature's Strength check. If you succeed, you pull the object away from that creature and can move it up to 30 feet in any direction but not beyond the range of this spell.\n\nYou can exert fine control on Objects with your Telekinetic grip, such as manipulating a simple tool, opening a door or a container, stowing or retrieving an item from an open container, or pouring the contents from a vial."
"Telepathic Bond"	"5"	"divination"	"True"	"1 action"	"30 feet"	"True"	"True"	"True"	"Pieces of eggshell from two different kinds of creatures"	"False"	"1 hour"	"Wizard"	"You forge a Telepathic link among up to eight willing creatures of your choice within range, psychically linking each creature to all the others for the Duration. Creatures with Intelligence scores of 2 or less aren't affected by this spell.\n\nUntil the spell ends, the targets⁠ can communicate telepathically through the bond whether or not they have a common⁠ language. The communication⁠ is possible over any distance, though it can't extend to other Planes of Existence."
"Teleport"	"7"	"conjuration"	"False"	"1 action"	"10 feet"	"True"	"False"	"False"	""	"False"	"Instantaneous"	"Bard, Sorcerer, Wizard"	"This spell instantly transports you and up to eight willing creatures of your choice that you can see within range, or a single object that you can see within range, to a destination you select. If you target an object, it must be able to fit entirely inside a 10-foot cube, and it can't be held or carried by an unwilling creature. The destination you choose must be known to you, and it must be on the same plane of existence as you. Your familiarity with the destination determines whether you arrive there successfully. The DM rolls d100 and consults the table.\n\nFamiliarity Mishap Similar\nrea\nff\narget On\narget\nermanent circle — — — 01-100\nssociated object — — — 01-100\nery familiar 01-05 06-13 14-24 25-100\neen casually 01-33 34-43 44-53 54-100\niewed once 01-43 44-53 54-73 74-100\nescription 01-43 44-53 54-73 74-100\nalse destination 01-50 51-100 — —\n\nFamiliarity: "Permanent Circle" means a permanent Teleportation Circle whose sigil sequence you know. "Associated Object" means that you possess an object taken from the desired destination within the last six months, such as a book from a wizard's Library, bed linen from a royal suite, or a chunk of marble from a Lich's Secret tomb.\n\n"Very Familiar" is a place you have been very often, a place you have carefully studied, or a place you can see when you cast the spell. "Seen Casually" is some place you have seen more than once but with which you aren't very familiar. "Viewed Once" is a place you have seen once, possibly using magic. "Description" is a place whose Location and Appearance you know through someone else's description, perhaps from a map.\n\n"False Description" is a place that doesn't exist. Perhaps you tried to scry an enemy's Sanctum but instead viewed an Illusion, or you are attempting to teleport to a familiar Location that no longer exists.\n\nOn Target: You and your group (or the target object) appear where you want to go.\n\nOff Target: You and your group (or the target object) appear a random distance away from the destination in a random direction. Distance off target is 1d10 x 1d10 percent of the distance that was to be travelled. For example, if you tried to Travel 120 miles, landed off target, and rolled a 5 and 3 on the two d10s, then you would be off target by 15 percent, or 18 miles. The DM determines the direction off target randomly by rolling a d8 and designating 1 as north, 2 as north-east, 3 as east, and so on around the points of the compass. If you were teleporting to a Coastal city and wound up 18 miles out at sea, you could be in trouble.\n\nSimilar Area: You and your group (or the target object) wind up in a different area that's visually or thematically similar to the target area. If you are heading for your home laboratory, for example, you might wind up in another wizard's laboratory or in an alchemical supply shop that has many of the same tools and implements as your laboratory. Generally, you appear in the closest similar place, but since the spell has no range limit, you could conceivably wind up anywhere on the plane.\n\nMishap: The spell's unpredictable magic results in a difficult journey. Each teleporting creature (or the target object) takes 3d10 force damage and the DM rerolls on the table to see where you wind up (multiple Mishaps can occur, dealing damage each time)."
"Teleportation Circle"	"5"	"conjuration"	"False"	"1 minute"	"10 ft"	"True"	"False"	"True"	"Rare chalks and inks infused with precious gems with 50 gp, which the spell consumes"	"False"	"1 round"	"Bard, Sorcerer, Wizard"	"As you cast the spell, you draw a 10-foot-diameter circle on the ground inscribed with sigils that link your Location to a permanent teleportation circle of your choice whose sigil sequence you know and that is on the same plane of existence as you. A shimmering portal opens within The Circle you drew and remains open until the end of your next turn. Any creature that enters the portal instantly appears within 5 feet of the destination circle or in the nearest unoccupied space if that space is occupied.\n\nMany major temples, guilds, and other important places have permanent Teleportation Circles inscribed somewhere within their confines. Each such circle includes a unique sigil sequence - a string of magical runes arranged in a particular pattern. When you first gain the ability to cast this spell, you learn the sigil sequences for two destinations on The Material Plane, determined by the DM. You can learn additional sigil sequences during your adventures⁠. You can commit a new sigil sequence to memory after studying it for 1 minute.\n\nYou can create a permanent teleportation circle by casting this spell in the same Location every day for one year. You need not use The Circle to teleport⁠ when you cast the spell in this way."
"Thaumaturgy"	"cantrip"	"transmutation"	"False"	"1 action"	"30 feet"	"True"	"False"	"False"	""	"False"	"Up to 1 minute"	"Cleric"	"You manifest a minor wonder, a sign of supernatural power, within range. You create one of the following magical Effects within range.\n\n• Your voice booms up to three times as loud as normal for 1 minute.\n\n• You cause flames to flicker, brighten, dim, or change color for 1 minute.\n\n• You cause harmless tremors in the ground for 1 minute.\n\n• You create an Instantaneous sound that originates from a point of your choice within range, such as a rumble of thunder, the cry of a raven, or ominous whispers.\n\n• You instantaneously cause an unlocked door or window to fly open or slam shut.\n\n• You alter the Appearance of your eyes for 1 minute.\n\nIf you cast this spell multiple times, you can have up to three of its 1-minute Effects active at a time, and you can dismiss such an Effect as an action."
"Thunderwave"	"1"	"evocation"	"False"	"1 action"	"Self (15-foot cube)"	"True"	"True"	"False"	""	"False"	"Instantaneous"	"Bard, Druid, Sorcerer, Wizard"	"A wave of thunderous force sweeps out from you. Each creature in a 15-foot cube originating from you must make a Constitution saving throw. On a failed save, a creature takes 2d8 thunder damage and is pushed 10 feet away from you. On a successful save, the creature takes half as much damage and isn't pushed.\n\nIn addition, unsecured Objects that are completely within the area of Effect are automatically pushed 10 feet away from you by the spell's Effect, and the spell emits a thunderous boom audible out to 300 feet.\n\nAt Higher Levels: When you cast this spell using a spell slot of 2nd Level or higher, the damage increases by 1d8 for each slot level above 1st."
"Time Stop"	"9"	"transmutation"	"False"	"1 action"	"Self"	"True"	"False"	"False"	""	"False"	"Instantaneous"	"Sorcerer, Wizard"	"You briefly stop the flow of time for everyone but yourself. No time passes for other creatures, while you take 1d4+1 turns in a row, during which you can use Actions and move as normal.\n\nThis spell ends if one of the Actions you use during this period, or any Effects that you create during this period, affects a creature other than you or an object being worn or carried by someone other than you. In addition, the spell ends if you move to a place more than 1,000 feet from the Location where you cast it."
"Tiny Hut"	"3"	"evocation"	"True"	"1 minute"	"Self (10-foot-radius hemisphere)"	"True"	"True"	"True"	"A small crystal bead"	"False"	"8 hours"	"Bard, Wizard"	"A 10-foot-radius immobile dome of force springs into existence around and above you and remains stationary for the Duration. The spell ends if you leave its area.\n\nNine creatures of Medium size or smaller can fit inside the dome with you. The spell fails if its area includes a larger creature or more than nine creatures. Creatures and objects⁠ within the dome when you cast this spell can move through it freely. All other creatures and objects⁠ are barred from passing through it. Spells and other magical Effects can't extend through the dome or be cast through it. The Atmosphere inside the space is comfortable and dry, regardless of the weather outside.\n\nUntil the spell ends, you can command⁠ the interior to become dimly lit or dark. The dome is opaque from the outside, of any color you choose, but it is transparent from the inside."
"Tongues"	"3"	"divination"	"False"	"1 action"	"Touch"	"True"	"False"	"True"	"A small clay model of a ziggurat"	"False"	"1 hour"	"Bard, Cleric, Sorcerer, Warlock, Wizard"	"This spell grants the creature you touch the ability to understand any spoken language it hears. Moreover, when the target speaks, any creature that knows at least one language and can hear the target understands what it says."
"Transport Via Plants"	"6"	"conjuration"	"False"	"1 action"	"10 feet"	"True"	"True"	"False"	""	"False"	"1 round"	"Druid"	"This spell creates a magical link between a Large or larger inanimate plant within range and another plant, at any distance, on the same plane of existence. You must have seen or Touched the destination plant at least once before. For the Duration, any creature can step into the target plant and exit from the destination plant by using 5 feet of Movement."
"Tree Stride"	"5"	"conjuration"	"False"	"1 action"	"Self"	"True"	"True"	"False"	""	"True"	"Up to 1 minute"	"Druid, Ranger"	"You gain the ability to enter a tree and move from inside it to inside another tree of the same kind within 500 feet. Both trees must be living and at least the same size as you. You must use 5 feet of Movement to enter a tree. You instantly know the Location of all other trees of the same kind within 500 feet and, as part of the move used to enter the tree, can either pass into one of those trees or step out of the tree you're in. You appear in a spot of your choice within 5 feet of the destination tree, using another 5 feet of Movement. If you have no Movement left, you appear within 5 feet of the tree you entered.\n\nYou can use this Transportation ability once per round for the Duration. You must end each turn outside a tree."
